Designator,Mid X,Mid Y,Rotation,Layer
J1,78.75,-42.475,0.0,top
J2,95.0,-132.5,180.0,top
J3,81.5,-132.5,180.0,top
J4,87.5,-122.5,180.0,top
U1,63.75,-65.0,0.0,top
U2,90.212,-61.592,-90.0,top
U5,62.15,-116.825,90.0,top
